"WTR_ANAL FILE"
"Uwi","Area code","Formtn code","Pool seq","Wa num","Drillng event seq","Water lab num","Sample point code","Test perf base depth (m)","Test perf top depth (m)","Sample date","Reltv densty","Water anlyss comments","Test num","Mud resstvty (mg/l)","Salnty (mg/l)","Tot solids disslvd calc (mg/l)","Restvty (mg/l)","Na contnt (mg/l)","K contnt (mg/l)","Ca contnt (mg/l)","Mg contnt (mg/l)","Ba contnt (mg/l)","Sr contnt (mg/l)","Fe contnt (mg/l)","Cl contnt (mg/l)","Br contnt (mg/l)","I contnt (mg/l)","Hco3 contnt (mg/l)","So4 contnt (mg/l)","Co3 contnt (mg/l)","Oh contnt (mg/l)","H2s contnt (mg/l)","H2s contnt desc","Test perf flag","Project code"
"200C096I094G0200","9022","5000","A               ","29047","00","15WF964760C","SEP","4112.5","2337","20150414","1.09","","","","12.05","115070",".07","37200","1140","3590","541","432","1050","3590","72435","1520","12.8","284.7","24.8","0","0","0","","","00"
"200C096I094G0200","9022","5000","A               ","29047","00","15WF964771A","SEP","4112.5","2337","20150415","1.13","","","","17.39","174202",".05","57200","2100","5620","732","319","1420","10.4","108406","2420","24.3","209.4","41.1","0","0","0","","","00"
"200C096I094G0200","9022","5000","A               ","29047","00","15WG948291A","SEP","4112.5","2337","20150223","1.08","","","","11.23","106017",".1","33900","1090","3430","478","366","881","3.9","66979","1200","18.3","233.8","25.7","0","0","0","","","00"
"200C096I094G0200","9022","5000","A               ","29047","00","16WF174009B","SEP","4112.5","2337","20161221","1.08","","","","11.96","116550",".1","39100","1350","3950","536","716","1400","39.2","71467","216","18.7","284.7","7.9","0","0","0","","","00"
"103032408119W600","9021","5000","A               ","29048","00","16W155769I","SEP","4260","2345","20161027","1.16","","","","21.99","232879",".05","67100","2390","20800","1530","0","0","34.1","140949","0","0","73.8","74.1","0","0","0","","","00"
"103032408119W600","9021","5000","A               ","29048","00","19WF446173E","SEP","4260","2345","20190305","1.16","","","","22.85","236768",".04","68200","2610","17400","1640","0","0","47","146841","0","0","32.5","61.4","0","0","0","","","00"
"103032408119W600","9021","5000","A               ","29048","00","B473601-KK3709","OTH","4204.1","2439.7","20140817","1.15","","","","","170000",".05","50600","1840","11800","1250","16.7","1030","25.8","109100","","","64","66.8","0","0","0","","","00"
"103032408119W600","9021","5000","A               ","29048","00","B4B5867-LK7821","OTH","4204.1","2439.7","20141207","1.17","","","","","200000","0","42600","1530","12000","1080","13.2","958","19.1","142300","","","25","71.4","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","16W155769A","SEP","3924","2199","20161023","1.18","","","","24.59","258968",".04","73700","2710","20400","1990","0","0","14.2","160078","0","0","10.4","85.2","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","16W160408K","SEP","3924","2199","20161108","1.17","","","","24.49","265086",".06","80600","2540","22100","1640","0","0","29.9","158064","0","0","85.4","100.8","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","19WF446173G","SEP","3924","2199","20190309","1.16","","","","20.61","220920",".04","66900","2460","17400","1580","0","0","31","132482","0","0","54.9","71.8","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","20WF595862B","OTH","3924","2199","20200422","1.13","","","","15.94","160395",".06","48210","1588","9980","1039","0","0","20.2","99430","0","0","150.5","74.3","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","B473601-KK3718","OTH","3876","2278","20140814","1.14","","","","","170000",".05","46200","1810","11400","1180","13.5","956","22","108900","","","79","77.3","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","B474285-KK8118","OTH","3876","2278","20140822","1.14","","","","","170000",".05","49000","1880","11000","1210","13.8","975","19.1","102300","","","51","79.4","0","0","0","","","00"
"100071708118W600","9021","5000","A               ","29049","00","B556183-MO9559","OTH","3924","2199","20150625","1.22","","","","","250000",".05","71800","2320","17400","1780","15.6","1490","23.5","154400","","","30","86.6","0","0","0","","","00"
"104032408119W600","9021","5000","A               ","29050","00","16W160875A","OTH","4206","2179","20161111","1.17","","","","23.78","256913",".04","82600","1940","16600","1610","0","0","40.6","154037","0","0","72.2","91.3","0","0","0","","","00"
"104032408119W600","9021","5000","A               ","29050","00","19WF446173F","SEP","4206","2179","20190227","1.15","","","","19.8","205238",".04","60300","2320","15400","1530","0","0","26","125596","0","0","38.6","73.8","0","0","0","","","00"
"104032408119W600","9021","5000","A               ","29050","00","20WF595862C","OTH","4206","2179","20200425","1.19","","","","19.99","217522",".04","64840","1720","17180","1640","0","0","55.6","132058","0","0","40.7","64.4","0","0","0","","","00"
"104032408119W600","9021","5000","A               ","29050","00","B474285-KK8115","OTH","4172.4","2285","20140822","1.15","","","","","180000",".05","51200","1920","12000","1280","16.3","1050","22.9","108900","","","43","68.2","0","0","0","","","00"
"104032408119W600","9021","5000","A               ","29050","00","B556183-MO9565","OTH","4206","2179","20150625","1.2","","","","","230000",".05","68700","2230","16100","1660","17.4","1410","24.3","140600","","","34","71.4","0","0","0","","","00"
"102071708118W600","9021","5000","A               ","29051","00","16W155769K","SEP","3918","2175.5","20161015","1.16","","","","23.19","241794",".04","69700","2520","18500","1920","0","0","29.9","149003","0","0","118.5","93.2","0","0","0","","","00"
"102071708118W600","9021","5000","A               ","29051","00","19WF446173A","SEP","3918","2175.5","20190312","1.17","","","","23.54","250737",".04","74200","2660","19400","1790","0","0","41","152580","0","0","54.9","80.2","0","0","0","","","00"
"102071708118W600","9021","5000","A               ","29051","00","B525015-LY6570","OTH","3918","2175.5","20150321","1.17","","","","","200000","0","44400","1430","13400","1020","11.6","1050","27","135800","","","77","75.7","0","0","0","","","00"
"100022408119W600","9021","5000","A               ","29052","00","16W155769B","SEP","3530","2165.2","20161021","1.17","","","","24.79","257479",".04","71700","2630","20000","1980","0","0","15.8","161085","0","0","14.2","77.1","0","0","0","","","00"
"100022408119W600","9021","5000","A               ","29052","00","19WF446173D","SEP","3530","2165.2","20190301","1.17","","","","25.06","256112",".04","70800","2800","18200","1770","0","0","37","162450","0","0","44.7","70.6","0","0","0","","","00"
"100022408119W600","9021","5000","A               ","29052","00","B473601-KK3712","OTH","3488.6","2255.4","20140818","1.18","","","","","210000","0","61500","2130","13600","1490","16.3","1190","41.8","128400","","","95","71.4","0","0","0","","","00"
"100022408119W600","9021","5000","A               ","29052","00","B556183-MO9568","OTH","3530","2165.2","20150622","1.22","","","","","250000",".05","71500","2420","18400","1880","17.8","1600","18","159800","","","10","69.9","0","0","0","","","00"
"100040708323W602","9022","5000","A               ","29072","02","14WF907580A","PT","4210","1735.3","20141025","1.07","","","","9.69","96398",".1","35600","1090","1690","338","0","0","12.3","57429","0","0","469.7","20.1","0","0","0","","","00"
"202D089G093P0100","9030","2800","A               ","29080","00","14F855241","OTH","5234","2833","20140623","1.03","","","","3.05","28777",".33","9640","61.6","1020","201","0","0","0","17367","0","0","974","8.7","0","0","0","","","00"
"202D089G093P0100","9030","2800","A               ","29080","00","B485022-KR2975","OTH","5234","2833","20140917","1.043","","","","","57000",".12","19200","82.1","2200","426","1420","400","41.5","35180","","","570","2.2","0","0","0","","","00"
"102160408219W600","9021","5000","A               ","29083","00","16W169346K","SEP","4115","2111.2","20161115","1.16","","","","21.71","229404",".05","63000","2530","23100","1780","0","0","110.3","138936","0","0","3.9","56.6","0","0","0","","","00"
"102160408219W600","9021","5000","A               ","29083","00","B525015-LY6594","OTH","4115","2111.2","20150310","1.17","","","","","200000","0","43800","1180","15300","1110","13","1130","32.9","138400","","","70","74.5","0","0","0","","","00"
"200D031F094G0700","9022","5000","A               ","29084","00","14WN830934C","SEP","3740.5","2180","20140417","1.05","Sample Point = Tester, assumed to be First Stage Separator Pool or Zone not given on PDF, assumed to be Montney based on Completion Event for WA 29084","","","6.32","62940",".112","23700","520","1560","239","273","488","8","36739","114","10.6","315.2","27.2","0","0","","Not Detected","","00"
"200A011J094G0200","9022","5000","A               ","29085","00","14WF896659A","MET","3955","2416","20141001","1.065","Sample Point = Manifold, assumed to be Meter Run","","","8.3","79445",".152","26500","825","2660","355","388","689","16.5","48980","136","8.9","237.9","8.7","0","0","","Not Detected","","00"
"200A011J094G0200","9022","5000","A               ","29085","00","14WG901524A","SEP","3955","2416","20141008","1.069","sample point = sight glass, assumed to be first stage separator","","","9.28","90258",".085","30600","959","3170","435","475","82.4","25","54983","385","9.8","225.7","0","0","0","","Not Detected","","00"
"200D047G094G0700","9022","5000","A               ","29088","00","15WF042740A","OTH","3667.5","2132","20151113","1.09","","","","12.71","125684",".07","42600","1180","4780","559","741","1400","11.6","76430","203","19.9","248.1","14","0","0","0","","","00"
"200D047G094G0700","9022","5000","A               ","29088","00","16WF170830C","OTH","3667.5","2132","20161212","1.07","","","","10.57","102658",".1","34900","800","3955","464","796","1228","15.4","62420","150","25.7","198.3","22.1","0","0","0","","","00"
"102130608015W600","9021","5000","A               ","29090","00","B3A7311-ID1501","OTH","4052.07","2716.74","20131112","1.11","","","","","130000",".09","38500","1640","9490","1300","7.31","745","28.9","83250","","","110","0","0","0","0","","","00"
"103071708118W600","9021","5000","A               ","29095","00","16W160875B","SEP","3914","2197.6","20161111","1.17","","","","23.46","245686",".04","69600","2420","19800","1800","0","0","36.4","151953","0","0","72.2","77.8","0","0","0","","","00"
"103071708118W600","9021","5000","A               ","29095","00","19WF446173C","SEP","3914","2197.6","20190303","1.17","","","","25.02","254001",".04","68900","2780","17870","1910","0","0","38","162440","0","0","44.7","79.9","0","0","0","","","00"
"103071708118W600","9021","5000","A               ","29095","00","B473601-KK3715","OTH","3914","2197.6","20140820","1.17","","","","","200000","0","55800","2080","13400","1400","14","1130","25.4","125000","","","76","83.4","0","0","0","","","00"
"103071708118W600","9021","5000","A               ","29095","00","B556183-MO9586","OTH","3914","2197.6","20150620","1.15","","","","","260000",".05","73400","2540","17800","1840","15.6","1570","19.3","160700","","","25","89.7","0","0","0","","","00"
"100082408119W600","9021","5000","A               ","29096","00","16W160875C","SEP","3555","2235","20161112","1.17","","","","23.81","244480",".04","68000","2540","18200","1680","0","0","32","153952","0","0","64.3","76.6","0","0","0","","","00"
"100082408119W600","9021","5000","A               ","29096","00","19WF446173B","SEP","3555","2235","20190310","1.17","","","","22.36","236638",".04","69700","2680","18200","1670","0","0","40","144296","0","0","52.9","66.5","0","0","0","","","00"
"100082408119W600","9021","5000","A               ","29096","00","B473601-KK3706","OTH","3500.6","2301","20140812","1.15","","","","","180000","0","55700","1820","11900","1240","16.1","1080","21.1","110000","","","57","65.1","0","0","0","","","00"
"100082408119W600","9021","5000","A               ","29096","00","B525040-LY6698","OTH","3555","2235","20150223","1.15","","","","","180000",".05","45400","1660","12400","1140","13.5","1050","11.4","122200","","","45","79.7","0","0","0","","","00"
"100082408119W600","9021","5000","A               ","29096","00","B556183-MO9589","OTH","3555","2235","20150620","1.22","","","","","250000",".05","69600","2470","17400","1810","15.5","1530","16.4","157300","","","13","87.5","0","0","0","","","00"
"103090408219W600","9021","5000","A               ","29114","00","16W169346O","OTH","4160","2184.2","20161123","1.14","","","","19.05","200138",".06","52200","2220","24100","1720","0","0","59.1","119807","0","0","31.1","75.9","0","0","0","","","00"
"103090408219W600","9021","5000","A               ","29114","00","16WF157963C","OTH","4160","2184.2","20161107","1.12","","","","17.85","180977",".05","52700","1800","14200","1430","0","0","72","110746","0","0","36.8","83.6","0","0","0","","","00"
"103090408219W600","9021","5000","A               ","29114","00","B525015-LY6588","OTH","4160","2184.2","20150320","1.15","","","","","180000",".05","45000","1310","14000","1170","9.3","1030","44.7","121500","","","130","99.6","0","0","0","","","00"
"100031708118W602","9021","5000","A               ","29120","02","B474285-KK8109","OTH","4288.3","2495.2","20140821","1.16","","","","","190000",".05","61200","2050","13200","1410","18.5","1190","31.5","115900","","","56","65.8","0","0","0","","","00"
"100031708118W602","9021","5000","A               ","29120","02","B556183-MO9571","OTH","4334","2401.2","20150622","1.21","","","","","240000",".05","71900","2270","16600","1700","16.4","1460","18.1","148100","","","29","74.4","0","0","0","","","00"
"100032908119W600","9021","5000","A               ","29122","00","9172-52136-16-1","OTH","4385","2244.8","20160721","1.044","N.D.- Not Detected.","","","","60643",".12","17396","866.5","3948","416.6","","","0","37716.5","","","148.3","150.3","0","0","0","","","00"
"100032908119W600","9021","5000","A               ","29122","00","9172-52136-16-2","OTH","4385","2244.8","20160721","1.044","N.D.- Not Detected.","","","","59118",".12","16933","846.4","3836","404.1","","","0","36795.6","","","143.6","158.8","0","0","0","","","00"
"100032908119W600","9021","5000","A               ","29122","00","9172-52136-16-3","OTH","4385","2244.8","20160721","1.044","N.D.- Not Detected.","","","","58456",".12","16033","797.3","3648","383.7","","","0","37310.3","","","140.8","142.8","0","0","0","","","00"
"100032908119W600","9021","5000","A               ","29122","00","9172-52136-16-4","OTH","4385","2244.8","20160721","1.044","N.D.- Not Detected.","","","","59678",".13","16464","820.2","3735","392.1","","","0","37980.2","","","145.8","141","0","0","0","","","00"
"200C010B094H0402","9022","5000","A               ","29123","02","18W392527A","SEP","3518.83","1898.42","20180902","1.09","","","","12.86","126559",".07","40251","1486","6390","792","7.6","1085","1.5","77423","0","0","94.3","170.8","0","0","0","","","00"
"200B034C094H0400","9022","5000","A               ","29124","00","17W193151F","SEP","3566.9","2022.1","20170227","1.1","","","","14.11","139445",".06","42700","1120","8060","1050","0","0","21","85973","0","0","105.3","491","0","0","0","","","00"
"200B034C094H0400","9022","5000","A               ","29124","00","18WF412765A","SEP","3566.9","2022.1","20181027","1.09","","","","13.24","129697",".07","40770","1038","7320","865","16.5","1870","16.1","79600","0","0","107.8","52","0","0","0","","","00"
"200B034C094H0400","9022","5000","A               ","29124","00","9041-52136-14-4","SEP","3566.9","2022.1","20140211","1.05","N.D.- Not Detected.","","","","67181",".11","20507","538.2","2679","409.5","","","0","42571.8","","","239.9","235.4","0","0","0","","","00"
"200A034D094H0402","9022","5000","A               ","29130","02","18W365111B","SEP","3620.9","1900.3","20180714","1.11","","","","14.26","141160",".1","41810","1601","8920","1330","20.7","1793","0","87300","216","31.6","250.1","76.7","0","0","213","","","00"
"200A034D094H0402","9022","5000","A               ","29130","02","20W560737A","SS","3620.9","1900.3","20191221","1.11","","","","15.54","154969",".06","46200","1550","10100","1350","25","1950","0","95616","236","2.6","203.3","53.6","0","0","127.8","","","00"
"200A034D094H0402","9022","5000","A               ","29130","02","21WF702753B","SEP","3620.9","1900.3","20210121","1.11","","","","14.69","142516",".06","41071","1365.2","8794","1165","19.7","1688","0","89972","148","18.9","156.6","72.8","0","0","142.5","","","00"
"200D094L094A1400","9022","5000","A               ","29133","00","18WF421357A","MET","4149.45","1848.63","20181213","1.06","","","","8.76","86321",".1","30139","929.9","2888.1","560.6","0","0","0","51200","0","0","801.1","210","0","0","468.5","","","00"
"102032408119W600","9021","5000","A               ","29156","00","19WF440391E","SEP","4092","2258.1","20190222","1.16","","","","25.33","254541",".04","67703","2919","19080","1820","0","0","77.2","162900","0","0","119.6","60.4","0","0","0","","","00"
"102032408119W600","9021","5000","A               ","29156","00","B474285-KK8106","OTH","4048.8","3956.3","20140821","1.13","","","","","160000",".06","51000","1880","10500","1170","15.5","971","22.2","97420","","","68","73.8","0","0","0","","","00"
"102032408119W600","9021","5000","A               ","29156","00","B4B5867-LK7815","OTH","4048.8","3956.3","20141208","1.18","","","","","210000","0","48500","1650","13300","1160","15.6","1080","21.3","143600","","","28","67.1","0","0","0","","","00"
"102032408119W600","9021","5000","A               ","29156","00","B556238-MO9905","OTH","4092","2257","20150623","1.12","","","","","140000",".07","41200","1350","9930","1020","13.4","920","1.11","89350","","","93","53.6","0","0","0","","","00"
"102042408119W600","9021","5000","A               ","29157","00","19WF440391F","SEP","4024","2184.2","20190221","1.16","","","","23.08","238726",".04","66810","2840","18390","1972","0","0","72","148600","0","0","110.2","60.5","0","0","0","","","00"
"102042408119W600","9021","5000","A               ","29157","00","B474285-KK8112","OTH","3972.2","2264.6","20140821","1.14","","","","","170000",".05","51900","1870","11100","1210","17.4","1020","23.6","102300","","","62","66.8","0","0","0","","","00"
"102031708118W600","9021","5000","A               ","29158","00","16W155769E","OTH","4295","2274","20161025","1.17","","","","22.48","245227",".05","76500","2510","18500","1520","0","0","33.3","145983","0","0","64.3","183","0","0","0","","","00"
"102031708118W600","9021","5000","A               ","29158","00","20WF594004A","WHD","4295","2274","20200419","1.19","","","","25.12","258703",".04","68730","2800","19500","1940","0","0","14.2","165570","0","0","50.8","138.1","0","0","0","","","00"
"102031708118W600","9021","5000","A               ","29158","00","B476338-KM0081","OTH","4247.9","2482.1","20140824","1.15","","","","","180000",".06","57300","1630","10200","1080","15","1100","56.5","105800","","","81","77.1","0","0","0","","","00"
"102131308119W600","9021","5000","A               ","29159","00","16W155769D","MET","4065","2256.4","20161024","1.17","","","","23.09","249880",".04","76900","2470","19800","1620","0","0","28.2","149003","0","0","44.1","66.1","0","0","0","","","00"
"102131308119W600","9021","5000","A               ","29159","00","16W155769J","OTH","4065","2256.4","20161015","1.142","","","","","222823",".05","64600","2180","18500","1440","0","0","57.4","135915","0","0","245.2","67.6","0","0","0","","","00"
"102131308119W600","    ","    ","                ","29159","00","20WF594004B","MET","200","100","20180815","1.18","","","","24.35","249941",".03","67400","2600","18400","1740","0","0","0","159650","0","0","193.2","56.3","0","0","0","","","  "
"102131308119W600","9021","5000","A               ","29159","00","B476338-KM0078","OTH","4023.9","2336.9","20140824","1.16","","","","","190000",".05","48900","2360","13300","1600","21.5","1340","26.3","127800","","","82","70.6","0","0","0","","","00"
"100140808118W602","9021","5000","A               ","29160","02","19WF440391G","SEP","4110","2016.6","20190215","1.15","","","","20.8","208441",".05","56960","2576","14670","1480","0","0","19.6","132500","0","0","71.8","220","0","0","0","","","00"
"100140808118W602","9021","5000","A               ","29160","02","B476338-KM0087","OTH","4063.6","2298","20140826","1.16","","","","","190000",".05","51900","1850","11900","1280","15.9","1040","27.6","126900","","","80","76.9","0","0","0","","","00"
"102140808118W600","9021","5000","A               ","29163","00","16W155769C","SEP","4122","2285.6","20161024","1.16","","","","23.34","238753",".04","66100","2470","18200","1830","0","0","20.5","150010","0","0","116.3","86","0","0","0","","","00"
"102140808118W600","9021","5000","A               ","29163","00","20WF594004C","MET","4122","2285.6","20161024","1.15","","","","20.65","209517",".05","60700","2270","12400","1190","0","0","10.8","132060","0","0","120","838.2","0","0","0","","","00"
"102140808118W600","9021","5000","A               ","29163","00","B477827-KM9798","OTH","4080.3","2365.6","20140830","1.14","","","","","170000",".05","48300","1990","11800","1300","17","955","21.8","110600","","","82","69.5","0","0","0","","","00"
"102140808118W600","9021","5000","A               ","29163","00","B556183-MO9562","OTH","4122","2285.6","20150625","1.21","","","","","240000",".05","69800","2210","16600","1660","17","1410","25.7","146500","","","43","79.2","0","0","0","","","00"
"103131308119W600","9021","5000","A               ","29164","00","B476338-KM0084","OTH","3769.9","2272.2","20140826","1.18","","","","","210000","0","54300","2340","14400","1670","21.2","1090","26","135100","","","81","73.1","0","0","0","","","00"
"103131308119W600","9021","5000","A               ","29164","00","B510422-LQ8854","OTH","3820","2912","20150201","1.19","","","","","220000","0","57500","2120","13500","1430","19.6","1260","42.5","149700","","","81","42.4","0","0","0","","","00"
"103131308119W600","9021","5000","A               ","29164","00","B510422-LQ8866","OTH","3820","2912","20150202","1.21","","","","","240000","0","65700","2190","15500","1470","20.3","1420","42.2","151600","","","75","42.9","0","0","0","","","00"
"102090408219W600","9021","5000","A               ","29176","00","16W169346N","OTH","4267.9","2163","20161122","1.14","The ionic balance for this water exceeds 10%. The imbalance is caused by anions not included in the standard analysis.","","","19.69","214451",".05","66800","2150","20000","1580","0","0","42","123834","0","0","20.5","77.3","0","0","0","","","00"
"102090408219W600","9021","5000","A               ","29176","00","B525015-LY6576","OTH","4267.9","2163","20150317","1.16","","","","","200000","0","48000","992","15700","1030","9.91","1130","25.7","129200","","","91","81.8","0","0","0","","","00"
"102041607717W600","9021","5000","A               ","29177","00","B727936-    QW5116","OTH","4317","2701","20170412","1.219","Analysis Interval had been updated with associated Well GCI values; original Interval Values were Top 1: Blank Bottom 1: Blank","","","","250000","","68000","2750","15700","1300","2740","3000","60.3","161900","","","73","5.4","0","0","0","","","00"
"100041607717W600","9021","5000","A               ","29178","00","B730238-    QX9102","OTH","4313","2741.9","20170413","1.005","Analysis Interval had been updated with associated Well GCI values; original Interval Values were Top 1: Blank Bottom 1: Blank","","","","7600",".72","2250","98.6","342","40.6","11.2","20.4",".09","4727","","","230","13.5","0","0","0","","","00"
"200D047L094B1602","9022","5000","A               ","29179","02","2212578","SEP","4383.9","2341.5","20170802","1.086","","","","","132100",".06","45400","1300","6520","640","993","1920","60","78100","160","0","74","0","0","0","0","","","00"
"102080408219W600","9021","5000","A               ","29192","00","B525015-LY6591","OTH","4019.9","2390","20150310","1.14","","","","","170000",".05","36300","1380","12800","1310","14.6","889","37.9","121600","","","120","86","0","0","0","","","00"
"100160408219W600","9021","5000","A               ","29205","00","21W696467B","OTH","3965","1977.5","20201222","1.12","","","","16.31","164913",".05","48215","1760","12466","1332.5","0","0","30.5","100969","0","0","65.1","139","0","0","0","","","00"
"100160408219W600","9021","5000","A               ","29205","00","B525040-LY6695","OTH","3965","1977.5","20150224","1.19","","","","","220000","0","63500","2000","17000","1730","14.6","1420","23.3","137500","","","41","77.2","0","0","0","","","00"
"100010908219W600","9021","5000","A               ","29206","00","B4B5867-LK7824","OTH","4007","2001.4","20141212","1.17","","","","","200000","0","40200","1390","12800","1290","16.5","998","36.3","141500","","","61","56.9","0","0","0","","","00"
"200D004F094H0402","9022","5000","A               ","29207","02","18W392528R","SEP","3533","1828.48","20180917","1.07","","","","10.26","99579",".08","27400","2908","8290","123","11.5","1700","0","60549","0","0","240.5","191.1","0","0","85.3","","","00"
"200D004F094H0402","9022","5000","A               ","29207","02","21WF746258M","SEP","3533","1828.48","20210507","1.09","","","","11.93","115923",".07","35300","1320","6100","900","0","0","0","72100","0","0","203.3","103","0","0","7.7","","","00"
"200A014F094H0400","9022","5000","A               ","29208","00","16WG134401D","SEP","4028","2108.42","20160827","1.11","","","","15.59","153612",".06","46200","1720","8780","1210","0","0","2.1","95470","0","0","194.8","136.7","0","0","89.5","","","00"
"200A014F094H0400","9022","5000","A               ","29208","00","18W392527E","SEP","4028","2108.42","20180902","1.1","","","","14.7","140519",".06","40950","1473","7440","1100","9.2","1450","21.4","89334","0","0","110.4","168.5","0","0","0","","","00"
"202B053A094B0800","9022","5000","A               ","29209","00","17WF235629B","SEP","4490","2430","20170707","1.106","BHL: 202/b-053-A/094-B-08/00","","","","160549",".07","49625","1608","7429","862","357","1261","6.5","100969","0","0","76.7","18.8","0","0","0","","","00"
"202B053A094B0800","9022","5000","A               ","29209","00","18WF374857K","SEP","4490","2430","20180801","1.113","202/b-053-A/094-B-08/00","","","","163032",".08","50804","1795.1","7094","796","342","1286","2","102493","0","0","69.9","16","0","0","0","","","00"
"200A053A094B0800","9022","5000","A               ","29210","00","17WF236065A","SEP","4490","2430","20170709","1.1","BHL: 200/a-053-A/094-B-08/00","","","","149121",".07","48369","1447","6449","785","335","1135","15","91972","0","0","105.3","47.6","0","0","0","","","00"
"200A053A094B0800","9022","5000","A               ","29210","00","18WF374857O","SEP","4490","2430","20180803","1.113","200/a-053-A/094-B-08/00","","","","162270",".07","50053","1881","7020","774","370.5","1249","5.3","102493","0","0","71.8","14","0","0","0","","","00"
"200A053A094B0800","9022","5000","A               ","29210","00","19WF536173B","SEP","4490","2430","20191024","1.122","BHL: 200/a-053-A/094-B-08/00","","","","184972",".06","59910","1848","8610","917","478","1580","23.3","113630","0","0","95.6","11","0","0","0","","","00"
"100103407817W600","9021","5000","A               ","29211","00","C112798-ZK0139","OTH","6419.3","2588","20210222","1.173","","","","","200000",".06","55900","2130","13400","1420","275","1770","37.1","132000","","","98","17.6","0","0","0","","","00"
"103103407817W600","9021","5000","A               ","29212","00","C113474-ZK3909","OTH","6316.98","2498","20210225","1.176","","","","","210000",".06","52600","2050","13000","1390","244","1710","43.1","138600","","","110","20.9","0","0","0","","","00"
"100131607717W600","9021","5000","A               ","29225","00","B727936-    QW5110","OTH","4577","3025","20170406","1.009","Analysis Interval had been updated with associated Well GCI values; original Interval Values were Top 1: Blank Bottom 1: Blank","","","","14000",".43","3950","158","686","94.9","3.99","47.9","71.6","8437","","","240","19.6","0","0","0","","","00"
"102131607717W600","9021","5000","A               ","29226","00","B727936-    QW5109","OTH","4480","2820.3","20170405","1.222","Analysis Interval had been updated with associated Well GCI values; original Interval Values were Top 1: Blank Bottom 1: Blank","","","","250000","","71300","2650","16900","1440","903","2450","46.6","159700","","","52","5.3","0","0","0","","","00"
"200B098A094G0100","9022","5000","A               ","29227","00","13WF796118C","SEP","3780","2105","20131219","1.11","Sample Point = Test Vessel, assumed to be First Stage Separator","","","15.78","155387",".056","47600","1880","7630","1170","23.8","1140","3.9","96970","","","83.4","97","0","0","","Not Detected","","00"
"200B098A094G0100","9022","5000","A               ","29227","00","17WF178632C","SEP","3780","2105","20170116","1.12","Sample Point = Test Separator, assumed to be First Stage Separator","","","17.24","172982",".053","52700","1920","9880","1410","","","2.7","106967","","","96.8","57.8","0","0","42.5","","","00"
"200B098A094G0100","9022","5000","A               ","29227","00","18WF368411C","SEP","3743.1","2105","20180726","1.12","","","","17.39","176537",".09","54470","2008","11170","1361","25.3","1981","1.4","107421","202","36","113.5","51.2","0","0","0","","","00"
"200B098A094G0100","9022","5000","A               ","29227","00","19WG559563J","SEP","3743.1","2105","20191218","1.12","","","","17.23","171207",".06","51200","1810","9880","1220","19","1830","0","107000","232","30.8","107.8","44.1","0","0","0","","","00"
"200B098A094G0100","9022","5000","A               ","29227","00","21WF701608B","SEP","3743.1","2105","20210119","1.12","","","","15.74","159122",".05","49133","1634.1","9604","1182.1","0","0","1.5","97500","0","0","109.8","15.1","0","0","0","","","00"
"104071708118W600","9021","5000","A               ","29228","00","16WF107992B","SEP","4110","2212.5","20160417","1.17","","","","23.46","245057",".04","69300","2780","19000","1900","0","0","19","151953","0","0","18.3","115","0","0","0","","","00"
"102081008118W600","9021","5000","A               ","29229","00","16WF085824A","SEP","4334","2285.6","20160415","1.15","","","","21.23","215531",".05","60200","2410","16000","1760","0","0","30.4","134909","0","0","74","216","0","0","0","","","00"
"102081008118W600","9021","5000","A               ","29229","00","16WF107992D","SEP","4334","2285.6","20160502","1.15","","","","21.18","218667",".05","63000","2550","16200","1740","0","0","18.2","134958","0","0","24.4","207","0","0","0","","","00"
"102081008118W600","9021","5000","A               ","29229","00","6529-52136-15-2","OTH","4334","2285.6","20150722","1.042","N.D.- Not Detected.","","","","58979",".12","17278","719.6","3864","433","3.57","338.4","8.49","36116.9","","","128.7","87.4","0","0","0","","","00"
"105071708118W600","9021","5000","A               ","29230","00","16W160408B","SEP","4040","2262.8","20161109","1.16","","","","23.03","240725",".08","69100","2700","18900","1980","0","0","28.2","147997","0","0","98.2",".1","0","0","0","","","00"
"105071708118W600","9021","5000","A               ","29230","00","16WF107992A","SEP","4040","2262.8","20160421","1.16","","","","21.85","223845",".04","63100","2460","16500","1710","0","0","15.9","139957","0","0","16.3","111","0","0","0","","","00"
"105071708118W600","9021","5000","A               ","29230","00","19WF434795B","SEP","4040","2262.8","20190202","1.15","","","","21.19","218639",".04","62280","2420","16980","1770","0","0","94","135022","0","0","148.4","94","0","0","0","","","00"
"100011008118W600","9021","5000","A               ","29231","00","16WF107992C","SEP","4275","2215.6","20160426","1.16","","","","22.09","226502",".04","63500","2690","16500","1630","0","0","20.2","141956","0","0","16.3","219","0","0","0","","","00"
