"PROJECTS FILE"
"Area Code","Formtn Code","Pool Seq","Project Code","Project Name","Project Type","Proj Revns Num","Proj Doa","Proj Dga","Proj Eff Date","Proj Apprvl Date","Proj Term Date","Proj Area","PE Num"
"9021","5000","A","23","HURON PROJECT #4","GEPG","1","","","20081020","20081020","","Twp 78 Rge 18 W6M: sections 32, 33 Twp 79 Rge 18 W6M: sections 2, 3 and 4. ","1447"
"9021","5000","A","43","SHELL PROJECT #3","GEPG","1","","","20100419","20100419","","80-20 W6M	Sections 22, 26 - 28, 33 - 35   81-20 W6M	Sections 3 - 5, 8, 9, 16 - 20, 30  ","1537"
"7000","4800","D","04","CNRL PROJECT","GEPO","","25.8","","20030314","20030314","20090323","94-A-15 Block G - Unit 32.","1035"
"8190","2000","I","02","PENGROWTH PROJECT","GEPG","","","","20050321","20050321","","93-P-8: Block I - units 60, 70            Block J - units 51 and 61.","1187"
"6500","4800","A","03","ENCAL PROJECT","GEPG","","","17.5","19840113","19840113","19951101","94-A-15 Block J - Units 12, 13, 22, 23.","0053"
"8120","2010"," ","02","ENCANA SUNRISE PROJECT #1","GEPG","1","","","20121128","20121128","","DLS  	Twp 78 Rge 16 W6M - Sections 3-5, 7-10, 18, 29-32, DLS  	Twp 78 Rge 17 W6M - Sections 13-15, 21-23, 25-28 and 32-36. ","1691"
"8157","2800"," ","02","ENCANA PROJECT #1","GEPG","","","","","20161018","","DLS    Twp 80 Rge 17 W6M - Sections 31 - 34            Twp 81 Rge 17 W6M - Sections 3 - 10             Twp 80 Rge 18 W6M - Sections 35 - 36            Twp 81 Rge 18 W6M - Sections 1, 11 - 15  ",""
"9046","8285"," ","03","NEXEN PROJECT #2","EXP","","","","","20150415","","NTS	94-N-16 Block G Units – 34, 35, 44, 45",""
"9021","5000","A","63","CREW ENERGY PROJ #1","GEPO","","","","20140822","20140822","","DLS  Twp 81 Rge 17 W6M - Sections 25 - 30",""
"6490","2600","A","03","HAWKER PROJECT","GEPG","","","","20050610","20050610","","Twp 88 Rge 14 W6M - fractional section 31 94-A-9 Block J - fractional units 18, 19 and units 28, 29. ","1201"
"3450","8200","A","03","HUSKY PROJECT","GEPG","","","","20110412","20110412","","NTS 94-I-07    Block I    	Units 96-100 NTS 94-I-07    Block J   	Units 91 NTS 94-I-07    Block K   	Units 94-97 NTS 94-I-07    Block L   	Units 94-97 NTS 94-I-09    Block C   	Units 80, 90, 100 NTS 94-I-09    Block D   	Units 52-55, 62-65, 71-100 NTS 94-I-09    Block E   	Units 1-35, 41-45, 51, 61, 71, 81 NTS 94-I-09    Block F   	Units 10, 20, 30, 36-40, 46-50, 56-60, 66-70, 76-80, 86-90 NTS 94-I-10    Block A   	Units 6-10, 16-19, 26-29, 36-39, 46-49, 54-60, 64-91, 96-100 NTS 94-I-10    Block B   	Units 1, 40, 50, 51, 60, 61, 70, 71, 81, 91-93 NTS 94-I-10    Block C   	Units 4-7, 12-20, 22-70, 72-80, 82-90, 94-100 NTS 94-I-10    Block D   	Units 4-7, 11-19, 21-29, 31-37, 41-47, 51-57, 61-67, 71-77,                                                           81-87, 91-97 NTS 94-I-10    Block E   	Units 1-7, 11, 21, 31, 41 NTS 94-I-10    Block F   	Units 4-59, 61-69, 71-73, 81-83 NTS 94-I-10    Block G   	Units 1-3, 12-20, 22-30, 34-40, 44-51, 54-61, 64-71, 78-81,                                                      88-91, 98, 99 NTS 94-I-10    Block H   	Units 1, 6-11, 21, 32-37, 42-47, 54-60, 64-70, 76-80, 86-90,                                                      96-100 NTS 94-I-10    Block I   	Units 6-10, 16, 17, 26, 27, 34-37, 44-47, 54-57, 64-67, 74-80, 84-90 NTS 94-I-10    Block J   	Units 1, 71 and 81. ","1619"
"7600","4520","D","02","CNRL PROJECT","PMWF","","32","","","19960416","19960717","94-A-15 Block A - Units 17, 18, 27, 28, 36, 37, 38, 46 and 47.","0239"
"2400","4805","C","15","CNRL PILOT PROJECT","PMWF","1","","","19990601","19990622","20000615","94-A-11 Block I - Units 66, 67, 76, 77, 86, 87, 94 - 97 94-A-14 Block A - Units 4 - 7.","0320"
"7600","4520","D","03","CNRL PROJECT","CONC","","40","28","","19960717","","94-A-15 Block A - Units 27, 28, 36, 37, 46 & 47.","0244"
"3455","8200","B","02","ENCANA PROJECT","GEPG","","","","20080117","20080117","20090427","94-I-5:   Block C - units 80, 90, 98-100             Block D - units 71-73, 81-83, 91-97             Block E - units 1-7, 11-19, 21-29, 32-39, 42-49, 52-59, 62-69, 72-79, 82-89, 92-99             Block F - units 8-10, 18-20, 28-30             Block K - units 20, 30, 40, 50, 60, 70, 80, 90, 96-100             Block L - units 2-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-79, 81-89, 91-97  94-I-12: Block C - units 6-10, 16-20, 26-30, 36-40, 46-50, 56-60, 66-70, 76-80, 86-90              Block D - units 1-7, 11-17, 21-27, 31-37, 41-47, 51-55, 61-65, 71-79 and 81-89. ","1404"
"6460","4100","D","02","PENGROWTH PROJECT","GEPG","","","60","20030425","20030425","20050401","Twp 86 Rge 18 - Sect 28","1038"
"0800","4100","B","02","PETRO-CAN PROJECT","GEPG","","","","19690901","19690901","20040209","94-G-1 Block B - Units 12-15, 22-25, 34-37, 44-47, 54-59, 64-69, 76-79, 86-89, 98-100                                                         Block C - Unit  91               Block F - Units 1, 11-13, 21-23, 31-33, 41-43, 52-55, 62-65, 72-75, 82-85, 94-97                                                       Block G - Units 8-10, 18-20, 28-30, 40, 50               Block K - Units 4-7, 16-19, 26-29, 36-40, 46-50, 58-60, 68-70, 80, 90               Block L - Units 31, 41, 51, 61, 71-73, 81-83, 92-95 94-G-8 Block D - Units 2-5, 14-17, 24-27.","0124"
"0320","5000","B","03","TALISMAN PROJECT","GEPG","2","","","20090415","20090415","20111102","94-A-04  Block L		Fractional Units 38, 48, 58, 68, 78, 88 94-A-04  Block L 		Units 39, 40, 49, 50, 59, 60, 69, 70, 79. 80, 89, 90, 100 94-A-05  Block D 		Units 10 94-B-01  Block I 		Units 12-15, 22-25, 31, 41, 51-55 61-65, 71-79, 81-89, 91-97 94-B-08  Block A 		Units 1-7, 16, 17, 26, 27 Twp 83 Rge 24 W6M	Section 30 Twp 83 Rge 25 W6M	Sections 4, 5, 7-9, 16-23, 25-36 Twp 83 Rge 26 W6M	Fractional East of Sections 13, 24, 25, 36 Twp 84 Rge 24 W6M	Sections 5-8, 18 Twp 84 Rge 25 W6M	Sections 1, 2.  ","1477"
"1000","4100","B","02","PETRO-CAN PROJECT","GEPG","","","","19690901","19690901","","94-G-1 Block C - Units 72-75, 82-85, 94-97               Block F - Units 4-7, 16, 17, 26, 27, 36-39, 46-49, 56-59, 66-69, 78, 79, 88, 89.","0108"
"5000","1720"," ","03","PETRO-CANADA EXP PROJ","EXP","","","","20050308","20020920","","94-G-8 Block C - Units 78, 79, 88, 89, 98, 99               Block F - Units 8, 9, 12-15, 18, 19, 22-25, 28, 29, 36, 37, 46, 47.","1007"
"9045","8295"," ","11","IMPERIAL SHALE GAS PROJECT #4","GEPG","","","","20110207","20110207","","NTS 94-O-01  Block J  Units 16-20, 26-30, 36-40, 46-50 NTS 94-O-01  Block K  Units 11, 21, 31, 41 ","1606"
"5170","2505","B","02","CANHUNTER PROJECT","GEPG","","","","19860825","19860825","","93-P-1 Block A - Units 51-100              Block B - Units 51-53, 61-63, 71-75, 81-85, 91-95              Block G - Units 1-5, 11, 21, 31, 41              Block H - Units 1-50, 51-59, 61-69, 71-79, 81-89, 91-99              Block I - Units 1-9, 11-19, 21-29, 31-39, 41-49, 51-59, 61-69, 71-75, 81-85.","0050"
"6460","4800","A","02","NEWPORT PROJECT","GEPG","","","338.1","19791204","19791204","","Twp 86 Rge 17 - Sect 30 Twp 86 Rge 18 - Sect 23-27, 33-36 Twp 87 Rge 17 - Sect 6 Twp 87 Rge 18 - Sect 1-3.","0051"
"5170","2850"," ","04","CONOCOPHILLIPS PROJECT #3","GEPG","","","","20100120","20100120","","93-P-1  Block I - units 31-33 and 41-43.","1526"
"2000","4800","K","02","KXL PROJECT #1","CONC","2","78.2","30.4","20110111","20110111","","DLS Twp 86 Rge 13 W6M  NW/4 Fractional Section 4 DLS Twp 86 Rge 13 W6M  NE/4 Section 5 DLS Twp 86 Rge 13 W6M  Section 8 DLS Twp 86 Rge 13 W6M  W/2 Fractional Section 9 DLS Twp 86 Rge 13 W6M  SW/4 Fractional Section 16 DLS Twp 86 Rge 13 W6M  SE/4 Section 17. ","1596"
"6530","4520","A","04","ENCAL PROJECT","PMWF","","11.8","","","20000919","","NE/4 sect 8 and SE/4 sect 17-86-18 W6M","0363"
"2700","2400","A","02","DOMINION PROJECT","GEPG","1","","","20040728","20040728","","94-A-14: Block F - units 71-75, 81-85, 91-99                  Block G - units 54-59, 64-69, 74-80, 84-90, 98-100                  Block J - units 8-10, 18-20, 28-30, 38-40, 48-50, 60, 70                  Block K - units 1-9, 11-17, 21-27, 31-37, 41-47, 51-57, 61-67, 72, 73, 76, 77,                                               82, 83, 86, 87, 94-97 94-H-3:  Block C - units 4-7. ","1138"
"6800","2700","J","02","CNRL PROJECT","GEPG","","","","20041122","20041122","","94-A-15:  Block H - units 16-19, 26-29, 34-39 and 44-49.","1161"
"7250","2700"," ","02","TEMPLE PROJECT #5","GEPG","","","","","20081020","","094-H-03	Block B - units 80, 90 		Block C - units 71, 81 ","1455"
"9021","5000","A","35","TALISMAN PROJECT #3","GEPG","","","","20090728","20090728","","Twp 76 Rge 19 W6M	Fractional North Sections 31 & 32 Twp 77 Rge 19 W6M	Sections 5 - 11, 14 - 18, 23, 26, 27, 34, 35 Twp 78 Rge 19 W6M	Sections 3, 4 93-P-10 Block E	       Units 32, 33, 42, 43 and fractional Units 52 - 55. ","1507"
"5600","4150","D","02","IMPACT PROJECT","GEPG","","","","20030120","20030120","","94-G-1 Block I - Unit 91 94-G-8 Block A - Units 1, 11-13, 21-23, 31-33, 41-43, 52, 53, 62, 63 94-H-4 Block L - Unit 100 94-H-5 Block D - Units 10, 20, 30, 40 and 50.","1025"
"9000","8285"," ","30","SGR SHALE PROJECT #3","EXP","1","","","","20090514","","94-P-12  Block E - units 12, 13, 22, 23, 34, 35, 44 and 45.","1493"
"2000","4800"," ","03","PETRO-CAN PROJECT","CONC","1","9.4","30","19850429","19850429","19971121","Twp 85 Rge 14 - N/2 Section 15.","0087"
"4380","2500"," ","03","CNRL EXPERIMENTAL CBM PROJECT","EXP","","","10","19990720","19990720","","93-I-15 Block G - Units 76, 77, 86 and 87.","0331"
"9030","2800","A","08","ENCANA PROJECT #3","GEPG","","","","20050603","20050603","","93-P-10 Block F - units 11, 21, 31, 41 Block G - units 20, 30, 40, and 50.","1234"
"9021","5000","A","20","HURON PROJECT #1","GEPG","2","","","20081020","20081020","","Twp 80 Rge 18 W6M: sections 11, 14,  22 and 23.","1444"
"7200","8400","A","02","PETRO-CAN PROJECT","GEPG","","","206.3","19731214","19731214","20030808","94-P-13 Block D - Units 14, 15, 24, 25.","0128"
"4720","8200","A","07","CNRL PROJECT #6","GEPG","","","","20040331","20040331","20041216","94-P-10  Block G - Units 71-75, 81-85                  Block H - Units 80 and 90.","1116"
"3440","6250"," ","03","DEVON PROJECT #2","EXP","","","","","20080128","","Twp 84 Rge 18 W6M - South 1/2 section 25","1407"
"6480","2850"," ","02","SHELL PROJECT","GEPG","","","","20081114","20081114","","93-I-9   Block I: Units 56-60, 66-70, 76-80, 86-90, 100            Block J: Units 51-55, 61-65, 71-77, 81-87, 91-97 93-I-16 Block A: Unit 10            Block B: Units 1-7, 14-17 and 24-27.  ","1460"
"5170","5000","A","02","ENCANA PROJECT","GEPG","1","","","20110614","20110624","","NTS 93-I-16 Block I      Units 51-53, 61-63, 71-73, 81-83, 91-93  NTS 93-P-1  Block A    Units 1-3, 11-15, 21-25, 31-35, 41-45, 51-57, 61-67, 71-79, 81-89, 94-99 NTS 93-P-1  Block B    Units 72-80, 82-90, 96-100 NTS 93-P-1  Block C    Units 71, 81, 91-93 NTS 93-P-1  Block F     Units 1-3, 11-19, 21-29, 38, 39, 48, 49 NTS 93-P-1  Block G    Units 6-11, 16-21, 26-30, 32-39, 42-49, 51-57, 61-67, 71-77, 81-87, 94-97 NTS 93-P-1  Block H    Units 4-9, 14-20, 24-30, 34-39, 44-49, 56-60, 66-70, 78-80, 88-90 NTS 93-P-1  Block J     Units 4-7, 16-19 and 26-29.  ","1617"
"5400","8400","C","02","DORSET PROJECT","GEPG","","","","19740301","19740301","","94-I-14 Block K - Units 34, 35, 44, 45, 54-59, 64-69, 72-79, 82-89, 92-95 94-P-3 Block C - Units 2-5, 12-15, 22, 25, 34, 35, 44, 45, 54-60, 64-70, 80, 90, 100              Block D - Units 51, 61, 71, 81, 91              Block E - Units 1, 11, 21, 31-35, 41-45, 54-57, 64-67              Block F - Units 10, 20, 30, 40, 50.","0041"
"7250","2400","A","11","SILVERWING PROJECT","GEPG","","","60","20050323","20050323","","94-H-3: Block H - units 14, 15, 24 and 25.","1189"
"0800","4800","A","09","CONOCO PROJECT","GEPG","","","","","20080626","","094-A-13	Block D - units 94 and 95 		Block E - units 4 and 5. ",""
"8000","4580","G","03","PROGRESS PROJECT","CONC","","","30","20031103","20031103","20090911","Twp 86 Rge 19 - N/2 Sect 16, Sect 21 and SW/4 Sect 22.","1073"
"5170","2800","D","02","BURLINGTON PROJECT","GEPG","1","","","20030228","20030228","20051115","93-P-1 Block H - Units 71-73, 81-83, 91-93               Block I - Units 1-3, 11-13, 21-23, 31-33, 41-43, 51-59, 61-69, 71-75 and 81-85.","1032"
"1350","4100","A","03","NUVISTA PROJECT #1","GEPG","","","","20101129","20101129","","NTS 94-H-05  Block J  Units 92, 93 NTS 94-H-12  Block B  Units 2, 3.","1582"
"6460","4520","K","02","CALAHOO PROJECT","GEPO","","30","","19980805","19980805","20010116","Twp 86 Rge 18 - NW/4 Sect 19.","0302"
"3540","4805","B","02","BONAVISTA PROJECT","GEPG","","","","20061116","20061116","","94-A-13: Block A - units 74-77, 84-87, 91-93 Block H - units 1-3, 11, 21  94-A-14: Block D - unit 100 Block E - units 10, 20 and 30. ","1319"
"1280","2630","A","02","APACHE PROJECT","GEPG","","","","20040614","20040614","20060712","94-H-3 Block G - Units 52-55 and 62-65.","1127"
"2020","4540","B","03","ITERATION ENERGY PROJECT #2","GEPG","","","","20060411","20060411","","Twp 88 Rge 14 W6M - section 21.","1273"
"6460","4520","I","02","APACHE PROJECT","GEPO","1","40","","19950301","19950223","19980827","Twp 86 Rge 17 - W/2 Sect 28, SE/4 Sect 29, SW/4 Sect 33.","0220"
"9021","5000","A","59","TOURMALINE PROJECT #7","GEPG","","","","20120209","20120209","","DLS 80-16 W6M ? Section 13.","1669"
"8160","2700","A","02","PROEX ENERGY PROJECT","GEPG","","","","20060920","20060920","","94-G-1 Block C - units 14, 15, 24, 25, 34, 35, 44, 45, 54-57 and 64-67.","1308"
"8300","2700","E","02","CNRL PROJECT","GEPG","","","","20070329","20070329","","94-H-2: Block B - units 18, 19, 28 and 29.","1350"
"8800","8600","A","02","PETRO-CANADA PROJECT #1","GEPG","","","","20080610","20080610","","94-I-14 Block E - Units 96, 97              Block L - Units 6, 7, 16, 17, 26 and 27. ","1422"
"4460","2600","A","02","PROGRESS PROJECT #1","GEPG","","","","20100211","20100211","","The area of the scheme shall consist of;  94-B-9     Block J	Units 76-79, 86-89, 96-99 94-B-16   Block B	Units 6-9, 16-19, 26-29. ","1530"
"0800","4800","A","03","CNRL PROJECT","GEPG","2","","","20010112","20010112","","94-A-13 Block E - units 60, 70 94-B-16 Block H - units 51-53, 61-63, 72, 73, 82, 83, 92-97                  Block I - units 2-7, 14-17, 24-27, 34-39, 44-49, 58-60, 68-70, 76-80, 86-90, 100                 Block J - units 51, 61, 71-73, 81-83, 91-93 94-G-1 Block A - unit 10               Block B - units 1-3, 12-15, 22-25, 34-37, 44-47, 52-59, 62-69, 74-77 and 84-87.","0367"
"9000","8285"," ","29","SGR SHALE PROJECT #2","EXP","1","","","20090130","20090514","20110301","94-P-12 Block D - units 56, 57, 66, 67, 78, 79, 88 and 89.","1492"
"4390","4980","A","06","SHELL PROJECT #5","GEPG","","","","20120327","20120327","","DLS 79-20W6M ? Sections 21, 22, 27-29 and 32-34.","1679"
"8120","4900","A","04","TOURMALINE PROJECT #1","GEPG","","","","20111206","20111206","","DLS 79-17W6 ? Section 34 DLS 80-17W6 ? Sections 3 and 10. ","1664"
"4470","8200","A","03","PETRO-CANADA PROJECT","GEPG","","","","20050106","20050106","","94-I-13: Block H - units 96-99                Block I - units 6-9, 16-20, 26-30, 36-39, 46-49                Block J - units 11 and 21.","1168"
"9000","8285"," ","16","KODIAK SHALE PROJECT","EXP","","","","20080812","20080812","","94-P-4 Block A - units 76-80, 86-90 Block B - units 71 and 81.","1431"
"0320","5000","A","02","CANBRIAM PROJECT","GEPG","1","","","20090212","20090212","20111102","094-A-5	Block D - units 20, 30, 40, 50, 60, 70, 80, 90 094-B-8	Block A - units 11, 15, 21, 25, 31, 35, 41, 45, 51, 55, 61,  65, 71, 75, 81, 85, 92, 95  094-B-8	Block H - units 2, 5, 12, 15, 22, 25, 32, 35, 42, 45, 52, 55, 62, 65, 74, 75, 84, 85  ","1468"
"4385","1725"," ","02","AEC CBM EXPERIMENTAL","EXP","","","","20010314","20010314","","93-I-15 Block A - Units 20, 30, 40, 50, 60, 70, 80, 90               Block B - Units 11, 21, 31-33, 38, 39, 41-43, 48, 49, 51-53, 58-60, 61-63, 68-90, 94, 95               Block C - Units 51-53, 61-63, 71-73, 81-83, 92, 93               Block F - Units 2, 3, 12, 13, 22, 23, 31, 41, 51, 61               Block G - Units 4, 5, 14, 15, 24, 25, 36-40, 46-50, 60, 70.","0375"
"2800","4100","A","02","SAMSON PROJECT","GEPG","","","","20041013","20041013","","94-A-14  Block C - Units 78, 79, 88 and 89.","1149"
"2400","2600","C","03","PENN WEST PROJECT","GEPG","","","","20071211","20071211","","Twp 88 - Rge 18 W6M: Fractional sec. 31 094-A-10: Block K - Fractional units 18 and 19, units 28 and 29","1399"
"5170","2850"," ","05","CONOCOPHILLIPS PROJECT#4","GEPG","","","","20100120","20100120","","93-P-1  Block I - units 56-59 and 66-69.","1527"
"9045","8295"," ","08","IMPERIAL SHALE PROJECT #1","GEPG","","","","20110207","20110207","","NTS 94-O-02  Block J  Units 14-17, 24-27, 34-39, 44-49, 56-59, 66-69, 76-79 and 86-89","1603"
"9045","8295","A","02","RAMSHORM PROJECT","GEPG","","","","20100609","20100609","","NTS 94-O-10	Block I - units 34-39, 44-49, 54-60, 64-70, 76-80, 86-90, 98-100   NTS 94-O-10	Block J - units 51-57, 61-67, 71-75, 81-85, 91-100 NTS 94-O-10	Block K - unit 91 NTS 94-O-15	Block A - units 8-10, 20, 30  NTS 94-O-15	Block B - units 1-30, 34-40, 44-50 NTS 94-O-15	Block C - units 1, 11-13, 21-23, 31-33 and 41-43. ","1548"
"4720","8200","A","03","CNRL PROJECT #2","GEPG","","","","20030709","20030709","20040121","94-P-10  Block F - Units 11, 21, 31, 41                  Block G - Units 18-20, 28-30, 38-40 and 48-50.","1051"
"8135","5000","A","02","ENCANA PROJECT","GEPG","1","","0","20030813","20030813","20080902","93-P-9 Block A - units 96-100 Block B - units 91-95 Block G - units 1-5, 11-15, 21-25, 31-35, 41-45, 51-55, fractional units 61-65 Block H - units 6-10, 16-20, 26-30, 36-40, 46-50, 56-60, and fractional units 66-70. ","1061"
"8000","6200","M","02","PROGRESS PROJECT","GEPG","","","","","20090106","","	85-18W6M - Sections 16 and 17","1464"
"9045","7710"," ","02","QUICKSILVER EXP PROJECT","EXP","2","","","20100708","20100708","","94-O-15: Block A - Units 18, 19, 28, 29, 38-40, 48-50 	      Block B - Units 31 and 41.  .","1550"
"8160","2600","C","02","PROGRESS PROJECT","GEPG","1","","","20060606","20060606","","94-B-16: Block J - units 38-40, 48-50, 60, 70              Block K - units 31, 41, 51 and 61. ","1291"
"7860","2900","B","07","CNRL PROJECT #12","CONC","","","","","","","",""
"6200","4100","D","02","SAMSON PROJECT","GEPG","","","","20040211","20040211","20050401","Twp 86 Rge 18 - Sect 30, 31 Twp 86 Rge 19 - Sect 25.","1096"
"2240","4150","E","06","PROGRESS PROJECT #6","GEPG","","","","20100913","20100913","","94-G-8     Block F  Units 72, 73, 82, 83, 92-95 94-G-8     Block K  Units 2-5.	 ","1568"
"9045","8295","A","07","QUICKSILVER PROJECT #2","GEPG","","","","20101104","20101104","20110912","NTS 94-O-15  Block A  Units 16-19, 26-29, 36-40, 46-50, 60, 70                      Block B  Units 31, 41, 51-53 and 61-63. ","1577"
"1280","5000","A","02","CHINOOK PROJECT #1","GEPG","","","","","20131107","","AREA 1 NTS 94-H-3 	Block K	Units 20, 30, 60, 70, 100 	Block L	Units 11 ? 13, 16, 17, 21 ? 23, 26, 27, 28, 32 ? 39, 42 ? 49, 51 ? 70,  		72 ? 80, 82 ? 100 NTS 94-H-4	Block I	Units 32, 33, 42, 43, 51 ? 53, 61 ? 63, 71, 81, 91 NTS 94-H-5	Block A	Unit 1 NTS 94-H-6	Block C	Unit 10 	Block D	Unit 1 ? 10.  AREA 2 NTS 94-H-3 	Block E	Units  51, 61, 72, 73, 82, 83 	Block F	Units  58 ? 60, 68 ? 70.  AREA 3 NTS 94-H-3 	Block F	Units 52 ? 55, 62 ? 65, 71 ? 75, 81 ? 85, 91 	Block G	Units 80, 90, 100 	Block J	Units 10 	Block K	Units 1. ","1703"
"0350","5000"," ","02","ARC PROJECT","GEPG","","","","20110912","20110912","","	DLS Twp 83 Rge 22 W6M   Sections 29-32 	DLS Twp 83 Rge 23 W6M   Sections 16-20, 29-33, 36 	DLS Twp 83 Rge 24 W6M   Sections 13, 24, 25, 36 	DLS Twp 84 Rge 22 W6M   Sections 1-13 	DLS Twp 84 Rge 23 W6M   Sections 1-11, 15-23, 26-33 	DLS Twp 84 Rge 24 W6M   Sections 1, 12-17, 19-36 	DLS Twp 85 Rge 23 W6M   Sections 1, 3-9, 11, 14-18 	DLS Twp 85 Rge 24 W6M   Sections 1, 2, 11 and 12. ","1637"
"7250","2630","A","02","APACHE PROJECT","GEPG","","","","20040614","20040614","","94-H-3 Block G - Units 52-55 and 62-65.","1127"
"4390","4900","B","02","DUVERNAY PROJECT","GEPG","","","","20071122","20071122","","Twp 78 - Rge 19 W6M: sections 14, 15, 22 and 23.","1392"
"6400","5000","A","02","YOHO PROJECT #1","GEPG","3","","","20140312","20110912","20140312","March 2014 - Terminated GEP as these lands are now part of Storm GEP 13-06-004 Amendment #3. Jan 2014 - Amendment #3  NTS  94-A-13    Block I	Units 92-95  NTS  94-H-3      Block D	Units 20, 30, 40, 50, 60, 70, 78, 79, 88, 89, 100 NTS  94-H-3      Block E	Unit 10  NTS  94-H-4      Block A	Units 2-5, 9, 11-35, 38-45, 48-57, 61-67, 72-77, 82-87, 91-93 NTS  94-H-4      Block B	Units 11, 21, 31, 41 NTS  94-H-4      Block H	Units 1-3.  Jan 29, 2013 - Amend #1 - Remove Block D/94-H-3 Units 36, 37, 46, 47, 56, 57, 66 and 67. Jun 4, 2013 - Amend #2  Progress and Yoho split the original GEP area into 2 sections.  What remains above is the portion YOHO kept.  Progress GEP #13-06-007.","1628"
"9000","8285"," ","27","EOG SHALE PROJECT #3","EXP","","","","","20090519","20100910","94-O-9 Block B - units 54-57, 64-67, 74-77, 84-87.","1490"
"2240","4150","A","03","PROGRESS PROJECT #2","GEPG","","","","20100913","20100913","","94-G-8     Block B	Units 58, 59, 68, 69.","1564"
"3580","4800","D","03","RIGEL PROJECT","CONC","4","145","75","19890402","19890322","19940622","Twp 84 Rge 17 - Sect 34 Twp 85 Rge 17 - Sect 3.","0166"
"5160","4990","A","02","CONOCO PROJECT","GEPG","3","","","20030514","20030514","","94-H-15 Block B - units 72-79, 82-89, 92-100 Block C - units 54-59, 64-69, 72-80, 82-100 Block D - units 71, 81, 91 Block E - unit 1, 11, 21 Block F - units 1-37, 41-47, 51, 61, 71-73, 81-83, 91-93 Block G - units 2-100 Block H - units 20, 30, 38-40, 48-50, 58-60, 68-70, 80, 90, 100 Block I - units 10, 18-20, 28-30 Block J - units 1-10, 11-17, 21-27, 32-37, 42-47 Block K - units 1-3 ","1041"
"9021","5000","A","17","CONOCOPHILLIPS PROJECT #2","GEPG","","","","20080910","20080910","","093-P-08:  Block F - units 74-77, 84-87, 94-97                   Block K - units 4-7. ","1436"
"6800","4800"," ","08","PENSIONFUND PROJECT","GEPG","","","15.4","19880429","19880429","19980408","94-A-15 Block I - Units 20, 30                 Block J - Units 11, 21.","0135"
"6430","2625","A","02","CANHUNTER PROJECT","GEPG","2","","","19880804","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"8200","4510","A","02","PROGRESS PROJECT","CONC","2","","60","20020621","20020621","20050117","Twp 83 Rge 16 - Sect 5 , SE/4 Sect 7 and Sect 8.","1001"
"4390","4980","A","04","SHELL PROJECT #3","GEPG","","","","20120327","20120327","","DLS 77-19W6M ? Sections 19, 30, 31 DLS 77-20W6M ? Sections 12, 13, 23-26, 35 and 36. ","1677"
"8150","4800","A","02","DEVON PROJECT","GEPG","2","","","20001215","20001215","","94-G-9: Block G - units 31, 34, 35, 41, 44, 45, 51, 54, 55, 61, 64, 65, 71-75, 81-85, 91-95 Block H - units 40, 50, 60, 70, 74-80, 84-100 Block I - units 1-10, 11, 16-20, 21, 26-30, 31, 36-40, 41, 46-50, 51, 58-60, 61, 68-70, 71-73, 80, 81-83, 90, 91-93 Block J - units 1-5, 11-15, 21-25, 31, 41, 51, 61, 71-75, 81-85, 92-95 94-G-16 Block A - units 1-3, 11-13, 21-23, 31, 41 Block B - units 2-5 94-H-12 Block E - unit 100 Block L - units 10, 16-20, 26-30, 36-40, 46-50, 58-60, 68-70, 76-80, 86-90, 96-100 94-H-13 Block D - units 6-10, 14-20, 24-30, 34-40, and 44-50. ","0368"
"7600","4520","H","04","PENGROWTH PROJECT","CONC","1","","55.8","20041015","20041015","","Twp 88 Rge 18 - Sect 25","1150"
"9030","2800","A","15","BP PROJECT #4","GEPG","","","","20060602","20060602","","93-P-07 Block I - units 80, 90 Block J - units 71-79, 81-89, 92-99        93-P-10 Block B - units 2-9. ","1284"
"4390","4800","A","02","DUVERNAY PROJECT","GEPG","","","60","","20080313","","Twp 80 Rge 20 W6M    Sections 33 and 34, Twp 81 Rge 20 W6M    Sections 3-5, 8 and 9. ","1415"
"4700","8200","A","20","CNRL PROJECT # 8","GEPG","","","","20060327","20060327","","94-P-15 Block H - units 98, 99             Block I - units 8 and 9. ","1267"
"8115","4900","D","02","ENCANA PROJECT","GEPG","","","","20090728","20090728","","93-P-10	Block A - units 54-57, 64-67, 74-77, 84-87, 94-100 	       Block B - unit 91 	       Block G - units 1, 11, 21, 31, 41 	       Block H - units 4-10, 14-20, 24-30, 36-40 & 46-50.","1508"
