"PST FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Compltn_event_seq","Press_survey_datum_depth","Pst_Comments","Abs_Gauge","Project_code"
"200C013J094H1500","5160","4990","A","13172","00","179.1","Datum depth assumed.","A","00"
"200D033L094H0900","3380","2630","A","13173","00","213","","A","02"
"200B005H094H0800","2985","4995","A","13175","00","172","","A","00"
"200B005H094H0802","2985","2640","A","13175","02","176","","A","00"
"200B005H094H0803","3430","2400","A","13175","03","-32","","A","00"
"200B036H094H0800","2985","4995","A","13176","00","172","","A","00"
"200D003E094I0900","3450","8200","A","13178","00","840","","A","00"
"200D057E094A1400","2800","2900","G","13179","00","376","","A","00"
"202B011F094G0800","2240","4150","A","13180","00","411","Datum assumed Upper Charlie Lake A. DIRECTIONAL WELL!!!!!","A","00"
"200A050J094P0200","4700","8200","A","13181","00","626","","A","00"
"200D011K094P0202","4700","7500","","13182","02","-29.5","Datum depth assumed.","A","00"
"200A030G094A1400","2700","2900","P","13183","00","361","","A","00"
"200A043E094H0900","3380","5000","A","13184","00","185.4","Datum depth assumed.","A","00"
"200B012L094H0900","3380","2630","A","13186","00","213","","A","02"
"200B065G094H0900","3380","2630","A","13187","00","213","","A","00"
"200D032G094H1500","5160","4990","A","13188","00","178.6","Datum depth assumed.","A","00"
"200C026J093P0800","9000","2600","C-026-J/093-P-08","13189","00","1158.8","Datum depth assumed.","A","00"
"200C026J093P0802","9000","2000","C-026-J/093-P-08","13189","02","676.5","Datum depth assumed.","A","00"
"200C038B094P0402","4470","8200","A","13191","02","954","Horizontal well!","A","00"
"200A088B093I0902","6480","6300","C","13192","02","3037.4","DIRECTIONAL WELL!!! Datum depth estimated.","A","00"
"200B077B093I0903","6480","6300","C","13192","03","3455","","A","00"
"200C083B093P0800","3340","5000","A","13193","00","2412","","A","00"
"200C083B093P0802","3340","4900","","13193","02","2134.1","Datum depth assumed.","A","00"
"200C083B093P0803","9030","2800","A","13193","03","1448.1","Datum depth assumed.","A","00"
"200D040B094P0400","4470","8200","A","13195","00","939","Horizontal well!","A","00"
"200C013B094A1400","2400","2900","C","13196","00","373","","A","00"
"100031808824W600","1400","2900","A","13198","00","366","","A","04"
"100050908019W602","9021","5000","A","13199","02","1516.1","Assumed datum depth.","A","00"
"200A010B094I1300","4470","8200","A","13200","00","958.2","Datum depth assumed.","A","00"
"200C056G094I1300","4470","8200","A","13202","00","941","","A","00"
"100083508720W600","7900","4580","C","13204","00","618","","A","03"
"200D076D094P1500","4700","8200","A","13207","00","790.1","Assummed datum depth.","A","00"
"200A021D094P1500","4700","8200","A","13208","00","789","Assumed datum depth (A pool).","A","00"
"200B029J094P1500","4700","8200","A","13210","00","708","","A","00"
"200B066C094P1500","4700","8200","A","13211","00","708","","A","00"
"200D078D094P1000","4700","8200","","13213","00","781.4","Assumed datum depth.","A","00"
"200C100L094P0700","4700","8200","","13214","00","769.6","Assumed datum depth.","A","00"
"200A094J094A1100","2400","2900","C","13215","00","373","","A","00"
"200C100A094G0800","2240","4800","C","13217","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"100123608222W602","6140","3200","","13218","02","350.6","Datum depth assumed.","A","00"
"200D073L082J0200","4375","2852","A","13220","00","-1309.6","Datum depth assumed.","A","00"
"200D022A094A1500","7600","4800","","13221","00","511.9","Datum depth estimated. Pool possibly Rigel/Halfway.","A","00"
"100101608520W600","8100","4582","D","13222","00","688.9","","A","03"
"100102408617W603","9000","4100","10-24-086-17-W6M","13223","03","456.9","Datum depth estimated.","A","00"
"202B062I094B0802","5200","4500","A","13224","02","786","","A","00"
"200D081B094G0800","2240","4800","A","13228","00","549","","A","00"
"200C091B094G0800","2240","4800","C","13229","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200C091B094G0802","2240","4540","A","13229","02","549","Injection well.","A","02"
"200C062B094G0800","2240","4800","A","13230","00","549","","A","00"
"200D059A094G0800","2240","4800","C","13233","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200A003I094G0900","8150","8200","","13236","00","1534","** datum depth assumed.","A","00"
"200C015I094B0802","5200","7400","F","13237","02","1784.7","Datum depth assumed.","A","00"
"200C015I094B0803","9022","5000","A","13237","03","1384.7","Datum depth assumed.","A","00"
"200B009D094H1600","3380","2630","A","13238","00","178.8","Datum depth assumed.","A","02"
"200D013D094H1600","3380","2630","A","13239","00","172","Datum depth assumed.","A","02"
"200C100K094H0900","3380","2630","A","13240","00","168.9","Datum depth assumed.","A","00"
"200A089J094I1302","4470","8200","A","13241","02","941","","A","00"
"200B025L094O1000","8137","7100","C","13243","00","-73.3","Approved to commingle MattsonC and D pools 2001-05-04. Datum depth estimated.","A","00"
"200B025L094O1002","8137","7100","D","13243","02","0","Approved to commingle Mattson C and D pools 2001-05-04.","A","00"
"200D089K094I1202","4470","8200","A","13244","02","941","","A","00"
"200A047J094I1300","4470","8200","A","13245","00","939","Horizontal well!","A","00"
"200B004G094H1500","5160","4990","A","13247","00","195.2","Datum depth assumed.","A","00"
"200C017J094I1303","4470","8200","A","13250","03","939","","A","00"
"200D041K094I1302","4470","8200","A","13251","02","939","","A","00"
"200D058G094G0800","2240","4800","A","13253","00","549","","A","00"
"200D077J094I1302","4470","8200","A","13254","02","939","","A","00"
"200B093E094H0900","3380","2630","A","13255","00","213","","A","00"
"200C007L094H0900","3380","2630","A","13256","00","213","","A","00"
"200D020L094H0900","3380","2630","A","13257","00","213","","A","00"
"200C009L094H0900","3380","5000","C","13258","00","183.8","Appears to be commingled w/ Bluesky-Gething without approval. Under investigation (2008/05/26).","A","00"
"200C009L094H0902","3380","2630","A","13258","02","187.6","Appears to be commingled w/ Montney without approval. Under investigation (2008/05/26).","A","00"
"200B040I094O1100","5852","2805","A","13259","00","939","","A","03"
"200A018J094O1100","5852","2805","A","13260","00","913","","A","03"
"200A097A094O0300","9000","8580","A-097-A/094-O-03","13261","00","1647.5","Datum depth assumed.","A","00"
"200C031F094O1100","5852","7100","","13263","00","1441","","A","00"
"200C031F094O1102","5852","2805","A","13263","02","913","","A","03"
"200A023F093P0100","5170","2510","A","13264","00","1258","Commingled with Falher A & Cadotte (2005/09/15).","A","00"
"200A023F093P0102","5170","2505","B","13264","02","1177","Commingled with Falher B & Cadotte (2005/09/15).","A","00"
"200A023F093P0103","5170","2200","I","13264","03","1284.9","Datum depth assumed. Commingled with Falher A & Falher B (2005/09/15).","A","00"
"200C070F093P0100","5170","2200","N","13265","00","1252.4","Datum depth assumed.","A","00"
"200D087C094H0900","3380","2600","","13266","00","213","","A","00"
"200D015D094H1600","3380","2630","A","13267","00","213","","A","02"
"200A047B094O0300","9000","8580","A-047-B/094-O-03","13269","00","1624.8","","A","00"
"100083207916W600","8120","2000","B","13271","00","33","","A","00"
"200D048J094I1300","4470","8200","A","13272","00","939","Horizontal well!","A","00"
"200D004B094O1400","5852","2805","A","13273","00","913","","A","03"
"200C097G094I1300","4470","8200","A","13274","00","939","Horizontal well!","A","00"
"200B018J094I1300","4470","8200","A","13275","00","939","Horizontal well!","A","00"
"200C016G094O1100","5852","2805","A","13276","00","913","","A","03"
"200C018A094O1400","5852","2805","A","13277","00","691.6","","A","03"
"200C001B094O1400","5852","2805","A","13278","00","913","","A","03"
"200A064B094O1400","5852","2805","A","13279","00","913","","A","03"
"200C099I094O1100","5852","2805","A","13280","00","913","","A","03"
"200D099K094H0900","3380","2630","A","13281","00","144","","A","02"
"200B097K094H0900","7660","4990","A","13282","00","167","","A","03"
"202C007D094P0700","3410","7600","","13285","00","-7","","A","03"
"200D023H094H0700","8240","2630","A","13286","00","199","","A","00"
"200B095B094G0800","2240","4150","A","13290","00","411","Datum assumed N. Bubbles/ Baldonnel-Upper Charlie Lake A.","A","00"
"200A097A094B0702","3490","7400","B","13292","02","1897.1","Assumed datum depth.","A","00"
"200A068K094A1400","2700","2900","F","13293","00","400","Approved to commingle Bluesky & Dunlevy, 2001/12/14.","A","00"
"200A068K094A1402","2700","2600","B","13293","02","356.4","Approved to commingle Bluesky & Dunlevy, 2001/12/14.","A","00"
"200C062L082J0200","9000","2852","C-062-L/082-J-02","13294","00","-1410.5","Datum depth assumed. CBM.","A","00"
"100151708116W600","6600","7250","","13295","00","1746.9","Datum estimated from pay zone information.","A","00"
"100151708116W603","6600","2885","","13295","03","493.4","Datum depth assumed.","A","00"
"200A090D094H0900","3380","2630","A","13296","00","213","","A","00"
"200D025J094O1100","5852","2805","A","13298","00","913","","A","03"
"200A033F094P0402","4470","8200","A","13299","02","939","","A","00"
"200C008E094H0900","3380","2630","A","13300","00","213","","A","00"
"200A026E094H0900","3380","2600","A","13302","00","213","Assumed in (3380)Dahl/(2630)Bluesky-Gething/A pool since no pay zone evaluated.","A","00"
"200B062C094H0800","8240","2600","","13303","00","172","","A","00"
"100133307916W600","8120","2000","B","13305","00","33","","A","00"
"200D063J094O1100","5852","2805","A","13306","00","913","","A","03"
"200A042J093P0800","8190","2000","I","13308","00","699.9","Horizontal well! Datum depth assumed.","A","00"
"200A051J093P0800","8190","2000","I","13309","00","609.4","Datum depth assumed.","A","00"
"200D023G094G0800","2240","4800","C","13310","00","559","Datum depth calc'd from avg of payzones in pool.  DIRECTIONAL WELL!!!","A","00"
"200D023G094G0802","2240","2600","B","13310","02","337.5","Datum depth assumed.","A","00"
"200D011D094H1600","3380","2630","A","13312","00","166","Datum depth assumed.","A","02"
"200C021G094G0800","2240","4800","C","13314","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200B021G094G0800","2240","4800","C","13315","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200B021G094G0802","2240","2600","B","13315","02","352","Datum depth estimated.","A","00"
"200B021G094G0803","2240","4540","","13315","03","549","Used Coplin 'A' datum depth.","A","00"
"200C012G094G0800","2240","4800","C","13316","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200C012G094G0802","2240","2700","","13316","02","349.7","Datum depth assumed.","A","00"
"200D075B094A1300","3540","2900","H","13318","00","400","Horizontal well! BH location b-84-B/94-A-13.","A","00"
"200D041A094H1000","3380","2630","A","13320","00","213","","A","00"
"200D093C094P0402","4470","8200","A","13321","02","939","","A","00"
"200B002H094O1000","9000","8580","B-002-H/094-O-10","13322","00","2315.1","","A","00"
"200B091B094O1000","9000","8580","B-091-B/094-O-10","13323","00","2364","","A","00"
"200B091B094O1003","9045","8295","A","13323","03","2221.2","Datum depth assumed.","A","00"
"200B037J093P0100","5170","2510","D","13324","00","1251","Datum depth assumed.","A","00"
"200B037J093P0102","5170","2505","A","13324","02","1402","","A","00"
"200A055E094H0900","3380","5000","A","13325","00","193.2","Assumed datum depth. Approved to commingle Bluesky-Gething & Montney (2002/12/04). Retroactive to initial completion frac in Jan. 2001.","A","00"
"200A055E094H0902","3380","2630","A","13325","02","213","Approved to commingle Bluesky-Gething & Montney (2002/12/04). Retroactive to initial completion frac in Jan. 2001.","A","00"
"200A062K094A1000","7600","4520","A","13335","00","457","Approved to commingle Dunlevy & Cecil zones, 2002/09/19.","A","00"
"200A062K094A1002","7600","2900","F","13335","02","364","Approved to commingle Dunlevy & Cecil zones, 2002/09/19","A","00"
"200A074C094H0800","8240","2630","A","13336","00","199","","A","00"
"200D072G094I0900","4650","2600","A","13354","00","-46","","A","05"
"200B058G094G0800","2240","4800","A","13359","00","549","Assumed datum depth.","A","00"
"200A034J094I1200","4470","8200","A","13361","00","964.5","Datum depth assumed.  Not enough wells in pool to establish datum depth.","A","00"
"200C097G094B0904","5200","4100","A","13366","04","608","","A","00"
"200C036L094H0200","0600","4800","B","13374","00","420","Directional well! Datum= 1227.3 mCF(MD). MPP= 1181.6 mCF(TVD).","A","00"
"200D003A094A1400","2400","4805","D","13376","00","681","","A","07"
"200D003A094A1402","2400","4805","D","13376","02","1280","","A","07"
"200A066K094A1403","2700","2900","F","13378","03","400","Deviated well!  Approved to commingle Dunlevy & Spirit River, 2003/07/03.","A","00"
"200A066K094A1404","2700","2400","A","13378","04","156","Approved to commingle Dunlevy & Spirit River, 2003/07/03. Interval in vertical portion of wellbore.","A","00"
"200B093B094O1400","5852","2805","A","13379","00","913","","A","03"
"200D065J094O1100","5852","2805","A","13380","00","913","","A","03"
"200B022E094I1402","7770","8200","A","13381","02","881","Horizontal well!","A","00"
"200D030A094I1402","7770","8200","A","13382","02","839.7","Main horizontal leg.  Commingled  production with hz sidetrack. Datum depth assumed.","A","02"
"200B012F094G0800","2240","4150","A","13383","00","411","","A","00"
"200A089A094G0800","2240","4800","C","13384","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200C005F094G0800","5000","4150","A","13385","00","396","","A","00"
"200C005F094G0802","5000","2700","","13385","02","339.5","Datum depth assumed.","A","00"
"200C058B094O1400","5852","2805","A","13387","00","913","","A","03"
"200A094B093P0100","5170","2510","A","13389","00","1272.8","Datum depth assumed.  (Reluctant of using Falher B/A (2006-02-03) @ Datum = 1368 mSS)","A","00"
"200A090A094G0800","2240","4540","A","13390","00","459","assumed datum depth.","A","02"
"200D069A094G0800","2240","4800","C","13391","00","558.6","Datum depth calc'd from avg of payzones in pool.","A","00"
"200C097B094G0800","2240","4150","A","13392","00","411","","A","00"
"200A052K094P0602","4700","8200","A","13397","02","780","Horizontal well!","A","00"
"200B041K094P0602","4700","8200","A","13398","02","780","Horizontal well!","A","00"
"200D048C094P1100","8140","7700","A","13399","00","854","","A","00"
"200B005G094P1102","4700","8200","A","13400","02","780","Horizontal well!","A","00"
"200D011H094H0700","8240","2630","A","13403","00","188.4","Assumed datum depth.","A","00"
"200B042K094I1400","5400","8200","A","13404","00","842","Horizontal well!","A","00"
"200A066J094I1100","7770","8200","A","13405","00","1316","Horizontal well!","A","02"
"200C079D094A1500","2400","2900","B","13406","00","373","","A","00"
"200C079D094A1502","2400","2600","","13406","02","336.4","Datum depth estimated.","A","00"
"200C039D094A1500","2400","2900","B","13408","00","373","","A","00"
"200C067K094I1100","7770","8200","A","13410","00","1316","Horizontal well!","A","02"
"200A049C094P1000","4700","8200","A","13412","00","708","","A","00"
"200C069H094J1000","3200","8400","A","13413","00","1524","","A","00"
"200B066L094A0900","7600","2900","","13414","00","348","","A","00"
"200B086H094P1100","4700","8200","A","13416","00","708","","A","00"
"200B090D094P1600","4700","8200","A","13417","00","708","","A","00"
"200D032H094P1400","4700","8200","A","13418","00","708","","A","00"
"200B018G094G0800","2240","4150","A","13425","00","411","","A","00"
"200C073K094P0602","4700","8200","A","13427","02","780","","A","00"
"102111608619W600","8000","4580","G","13428","00","643.1","","A","04"
"200C033I094A1000","7600","2900","F","13429","00","364","MPP= 1092.1mCF(MD)= 1078.7mCF(TVD).","A","00"
"200C061K094P0600","4700","8200","A","13430","00","780","Horizontal well!","A","00"
"200A060D094P1002","4700","8200","A","13431","02","780","Horizontal well!","A","00"
"200A011I094H0100","5500","8400","A","13433","00","1962","Directional well! MPP= 2716.8 mCF(TVD). Datum= 2783.4 mCF(MD).","A","00"
"200B088H094H0100","5500","8400","A","13434","00","1962","","A","00"
"200B005I094H0100","5500","8400","A","13435","00","1962","Directional well! MPP= 2753.8 mCF(TVD). Datum= 2800.6 mCF(MD).","A","00"
"200C080G094P1500","4700","8200","A","13436","00","708","","A","00"
"200D005E094H0800","8240","2630","A","13438","00","195","Assumed datum depth.","A","00"
"200B068F094P1000","4700","8200","A","13439","00","710","","A","00"
"200A006J094P1100","4700","8200","A","13440","00","780","Horizontal well!","A","00"
"200D095H094H0700","3380","2600","A","13443","00","205","","A","00"
"200A020J094P1100","4700","8200","A","13444","00","780","Horizontal well!","A","00"
"200C058C094P0300","5400","8400","A","13446","00","1396","","A","00"
"200C025C094P1100","8144","7400","A","13449","00","-89.7","","A","00"
"200D052A094P1200","8140","7500","","13450","00","-25","","A","00"
"200A093E094P0200","4700","8200","A","13451","00","780","** datum depth assumed **","A","00"
"200C085G094H0300","7250","2400","A","13452","00","121","","A","00"
"200C026B093P0800","9030","2800","A","13453","00","1538.4","Datum depth assumed.","A","00"
"200D046H094O1100","9000","8580","D-046-H/094-O-11","13454","00","3820","Directional well!","A","00"
"200B009F094P1500","4700","8200","A","13455","00","789","","A","00"
"200D071G094P1100","4700","8200","A","13456","00","780","Horizontal well!","A","00"
"200C034I094P0500","8140","7400","A","13457","00","-68","","A","00"
"200D037D094P1100","8140","7400","J","13458","00","-78","","A","00"
"200B024J094P1100","4700","8200","A","13459","00","780","Horizontal well!","A","00"
"200C088A094P1100","4700","7400","B","13460","00","-95","","A","00"
"200A001K094P0600","9000","8200","A-001-K/094-P-06","13462","00","826","","A","00"
"200A001K094P0602","8140","7400","F","13462","02","-83","","A","00"
"200C024L094P0600","8140","7400","A","13463","00","-83","","A","00"
"200A099G094G0800","2240","4800","A","13466","00","549","well deemed uneconomic.  no plans to produce.","A","00"
"200A069G094G0800","2240","4800","A","13467","00","549","","A","00"
"200C069G094H0300","7250","2630","A","13470","00","388.9","","A","00"
"200C069G094H0302","7250","2400","A","13470","02","121.3","","A","00"
"200A069G094H0800","2985","4995","A","13473","00","172","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).  See CE 02 for pressure history.","A","00"
"200A069G094H0802","2985","2640","A","13473","02","176","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).","A","00"
"200B088G094H0600","5850","4100","N","13474","00","312.8","Datum depth assumed.","A","00"
"100092508416W602","3560","2700","C","13475","02","303","","A","00"
"200B022H094P1500","4700","8200","A","13477","00","708","","A","00"
"200B001I094P1400","4700","8200","A","13478","00","708","","A","00"
"200D001C094P0400","4470","8200","A","13479","00","939","","A","00"
"200A062J094H0300","7250","2400","A","13481","00","121.3","","A","00"
"202A100G094H0300","7250","2400","A","13482","00","121.3","","A","00"
"200C098H094P1100","4700","8200","A","13483","00","708","","A","00"
"200C026I094H0700","3380","2600","","13484","00","213","","A","00"
"200D082K094A1002","7600","2900","F","13486","02","364","","A","00"
"200D082K094A1003","2400","2600","C","13486","03","342.5","","A","02"
"200D075G094O1102","5852","2805","A","13489","02","997.1","Horizontal sidetrack.  Commingled  production with main leg. Datum depth assumed.","A","03"
"200D075G094O1103","5852","2805","A","13489","03","997.1","Horizontal sidetrack #1.  Commingled  production with main leg. Datum depth assumed.","A","03"
"200A085G094O1104","5852","2805","A","13489","04","997.1","Main horizontal leg.  Commingled  production with 2 sidetracks. Datum depth assumed.","A","03"
"200D006F094P0602","4700","8200","N","13490","02","836.1","Horizontal well. Datum depth assumed.","A","00"
"200C081G094O1100","5852","2805","A","13491","00","939","","A","03"
"200D045J094O1100","5852","2805","A","13492","00","913","","A","03"
"102103008315W600","8200","4800","E","13493","00","817.4","Datum depth assumed.","A","00"
"200B051K093P0800","8190","2200","A","13494","00","677.3","","A","00"
"200C022L094P0600","8140","7420","","13495","00","-68","","A","00"
"200B001L094P0600","8140","7400","C","13496","00","-83","","A","00"
"200C068L094P0600","8140","7400","A","13497","00","-83","","A","00"
"200B039K094P0600","8140","7400","A","13498","00","-83","","A","00"
"200D039J094P1102","4700","8200","A","13500","02","780","Horizontal well!","A","00"
"200B031K094P1102","4700","8200","A","13501","02","780","Horizontal well!","A","00"
"200C078H094P1102","4700","8200","A","13502","02","780","Horizontal well!","A","00"
"200A025B094G0102","0800","4800","A","13503","02","671","","A","00"
"202A015I094B1600","0800","4800","A","13505","00","671","","A","00"
"200D029G094O1102","5852","2805","A","13507","02","913","","A","03"
"202A079B094O1100","5852","2805","A","13508","00","939","","A","03"
"200A027I094P0200","4700","8200","A","13509","00","626","Horizontal well!","A","00"
"100110808517W602","2960","4510","A","13512","02","566","","A","02"
"200B044D094H0800","8240","4610","A","13513","00","219","","A","02"
"200D095G094P1100","4700","8200","","13515","00","844.6","Assumed datum depth.","A","00"
"200A045F094P0100","4700","8200","A","13517","00","630","","A","00"
"200C068H094P1100","4700","8200","A","13518","00","780","Horizontal well! Deviation survey not current, only goes down to 1400mCF.","A","00"
"200B001K094P1102","4700","8200","A","13519","02","780","Horizontal well!","A","00"
"100112707716W600","9021","5000","A","13520","00","1684.4","Assumed datum depth.","A","00"
"200D077H094H0700","3380","2630","A","13522","00","213","","A","00"
"200C054F094A1400","2700","4800","A","13525","00","619.8","","A","00"
"200C059A094H0600","7250","4100","B","13526","00","322","","A","00"
"200C059A094H0602","7250","2600","","13526","02","279","","A","00"
"200D097J094H0300","8260","4100","B","13527","00","353.8","Commingled production with Bluesky (2004/11/9).","A","00"
"200D097J094H0302","8260","2600","A","13527","02","327","Commingled production with Baldonnel (2004/11/9)","A","00"
"200B010B094H0600","8260","4100","B","13528","00","353.8","","A","00"
"200B018J094H1600","7660","4990","A","13531","00","114.3","Datum depth assumed.","A","02"
"100121408818W600","7600","4520","G","13533","00","502","Horizontal water injector.","A","02"
"200C052D094A1600","3320","4800","C","13534","00","463","Assumed datum depth.","A","00"
"200D034D082J0700","4375","2852","A","13535","00","-832.4","CBM. Datum depth assumed.","A","00"
"100142307719W600","9030","2800","A","13538","00","1202","","A","00"
"200C048H094H0800","2985","4995","A","13539","00","172","","A","00"
"200D019I094H0800","2985","4995","A","13540","00","172","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).","A","00"
"200D019I094H0802","2985","2640","A","13540","02","176","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).","A","00"
"200D025H094H0800","2985","4995","A","13541","00","172","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).","A","00"
"200D025H094H0802","2985","2640","A","13541","02","176","Approval to commingle Bluesky 'A' & Charlie Lake 'A' (1997/12/11).","A","00"
"200C032D094P0800","4700","8200","A","13544","00","708","","A","00"
"102111008818W600","7600","2900","F","13546","00","364","","A","00"
"200A068C094G0800","9000","4800","A-068-C/094-G-08","13547","00","581","assumed in Jedney/Halfway/A","A","00"
"100012408618W600","6460","4520","B","13558","00","549","Directional well. MPP= 1193.4 mCF(TVD). Datum= 1311 mCF(MD).","A","02"
"100012408618W602","6460","2700","","13558","02","376","Directional well! Oak/Gething zone.","A","00"
"200D043F094I1002","3450","8200","A","13565","02","840","Horizontal well!","A","00"
"200B054H094I1502","7760","2600","A","13566","02","-44.5","Datum depth assumed.  Not a Hz well, Hz drilling halted after no Jean Marie found.","A","00"
"200D018J094P0200","4700","8200","A","13568","00","708","","A","00"
"200B068G094P0200","4700","8200","A","13569","00","626","","A","00"
"200A030H094P0800","4700","8200","A","13570","00","626","","A","00"
"200A092H094P0300","4700","8200","A","13571","00","768","Datum depth assumed.","A","00"
"102102908420W600","0380","4582","B","13572","00","698.5","","A","02"
"100100407819W602","2100","2700","A","13574","02","771.4","Datum depth estimated using top and base of pay depths. Commingle w/Groundbirch-Cadomin A (2005/11/29).","A","00"
"100100407819W603","9030","2800","A","13574","03","906.1","Datum depth assumed. Commingled w/ Brassey- Gething A (2005/11/29).","A","00"
"200D031B094G0800","2240","4800","A","13576","00","593","","A","00"
"200D031B094G0802","2200","4100","A","13576","02","412","Datum assumed Bubbles/Baldonnel A.","A","00"
"200D031B094G0803","2200","2600","B","13576","03","339.9","Datum depth assumed.","A","00"
"200C030A094G0800","2240","4800","A","13577","00","593","","A","00"
"200B093B094G0800","2240","4800","A","13578","00","549","","A","00"
"200C032G094A1500","7000","4800","A","13580","00","490","","A","03"
"200C008L094P0200","4700","8200","A","13586","00","626","","A","00"
"200C094F094P1102","4700","8200","A","13588","02","780","Horizontal well!","A","00"
"200A081D094I1000","3450","8200","A","13589","00","840","Horizontal well!","A","00"
"200C075H094O1100","5852","7100","J","13590","00","303","","A","00"
"200C075H094O1102","5852","6210","A","13590","02","272","Datum depth assumed.","A","00"
"200C092D094I1400","7770","7400","","13592","00","104.5","Datum depth assumed.","A","00"
"200C041G094H0800","2985","7700","","13595","00","627.2","Datum depth estimated.","A","00"
"200C078B094H0100","5500","8400","A","13596","00","1962","Zone is below G/W contact @ 2802.5 mCF!","A","00"
"200A056G094I1000","3450","8200","A","13598","00","840","Horizontal well!","A","00"
"200A042I094P0300","4700","8125","B","13599","00","565.4","Assumed datum depth.","A","00"
"200B044G094G0800","2240","4800","C","13600","00","559","","A","00"
"200D098A094H0100","5500","8400","A","13602","00","1962","zone abandoned 2004-01-10.","A","00"
"200D098A094H0102","3430","2400","A","13602","02","-34","","A","00"
"200A016H094H0100","5500","8400","A","13603","00","1962","","A","00"
"200C089A094H0100","5500","8400","A","13604","00","1962","** assumed gas/water contact @ 2817 mCF.","A","00"
"200C089A094H0103","5500","2600","B","13604","03","203.2","Datum depth assumed.","A","00"
"200A036H094H0100","5500","8400","A","13605","00","1962","","A","00"
"200C005H094H0100","5500","8400","A","13607","00","1962","G/W contact assumed at 2821.7 mCF!!","A","00"
"200B076H094J1102","6030","8600","A","13608","02","1866","","A","02"
"200C077H094J1102","6030","8600","A","13610","02","1866","","A","02"
"200D028E094H0900","3380","2630","A","13611","00","213","","A","00"
"200D073G094I1402","5400","8200","A","13612","02","840","Horizontal well!","A","00"
"200D008K094P0200","4700","8200","A","13615","00","708","","A","00"
"200C065H094J1100","6030","8600","A","13616","00","1866","","A","02"
"202C038F094H0600","5850","4100","A","13617","00","335.8","datum depth assumed","A","00"
"200C006H094H0100","5500","8400","A","13620","00","1962","well on jet pump as of Oct 2002 to unload water.","A","00"
"200B077G094H0902","3380","5000","A","13621","02","231","","A","00"
"200A082B094H0102","3430","2400","A","13622","02","-32","","A","00"
"200D010H094H0100","3430","2400","A","13624","00","-32.7","Datum depth assumed.","A","00"
"200B022K094I1000","9000","7700","B-022-K/094-I-10","13627","00","166.1","Datum depth estimated.Pressures in kPaa.","A","00"
"200B034H094P0202","4700","8200","A","13628","02","630","Horizontal well!","A","00"
"200A059C094H1000","5560","4800","C","13629","00","275","","A","02"
"203B058C094H1000","5560","4800","C","13630","00","282","","A","02"
"200B050C094H1000","5560","4800","D","13631","00","285","Directional well! MPP= 1012.3 mCF(TVD). Datum= 1035.4 mCF(MD).","A","02"
"200A048C094H1000","5560","4800","C","13632","00","282","","A","02"
"200D051D094H1000","5560","4800","A","13633","00","282","Directional well! Datum= 1018.9 mCF(MD). MPP= 1010.8 mCF(TVD).","A","00"
"100140108322W600","6140","4800","","13635","00","781","","A","00"
"200D001G094I1302","4470","8200","A","13638","02","940","Horizontal well!","A","00"
"200D003I094H0100","5500","8400","A","13642","00","1962","Directional well! MPP= 2737.1 mCF(TVD), Datum= 2800.5 mCF(MD).","A","00"
"200A068H094H0100","5500","8400","A","13643","00","1962","","A","00"
"200D095G094H1500","5160","4990","A","13645","00","174.1","Datum depth assumed. Production int. different from pay zone interval.","A","00"
"200C044G094H1500","5160","4990","A","13646","00","186.9","Datum depth assumed.","A","00"
"200A057G094H0100","5500","8400","A","13647","00","1962","","A","00"
"200A068B094H0800","9000","2400","A-068-B/094-H-08","13648","00","-58.4","Datum depth assumed.","A","00"
"200A029L094H0900","3380","2630","A","13649","00","181.7","Datum depth assumed.","A","02"
"100011908319W600","8360","4800","A","13650","00","817","","A","02"
"200B083B094G0800","2240","4800","A","13651","00","549","","A","00"
"200A018F094H0700","3460","2700","B","13652","00","327","","A","04"
"200B008F094H0700","3460","2700","B","13654","00","327","","A","04"
"200C019F094H0700","3460","2700","B","13655","00","327","","A","04"
"200D018F094H0700","3460","2700","B","13656","00","327","","A","04"
"200B019F094H0700","3460","2700","B","13658","00","325","","A","04"
"200B062G094H1500","5160","4990","A","13659","00","181.4","Datum depth assumed.","A","00"
"100112007914W600","9021","5000","A","13660","00","1313.4","Dawson Creek (3400)-Montney (5000) A. Datum averaged for all wells in pool.","A","00"
"200D043E094P0202","4700","8200","A","13662","02","756","Horizontal well!","A","00"
"100031208322W600","6140","4800","","13663","00","781","","A","00"
